lemma,n_instances,n_paragraphs,tfidf_rank,example_forms,example_para_ids,enrichment_score,in_current_seeds,keep
ostracismo,4,4,1864,ostracismo; ostracismo social,,2.515,False,
lujuriar,5,4,1799,lujuria; lujuria de ver; lujuria frustrada,,1.165,False,
alienacion,4,4,2323,alienación; alienaciones,,1.165,False,
bloque,4,4,2534,bloque; bloque de mármol; bloque sepulcral,,1.165,False,
doloroso,4,4,1501,oración dolorosa; pompas dolorosas del Cristianismo; colinas dolorosas,,1.165,False,
humanista,4,4,1779,concepto humanista de libertad; saber humanista; pacifismo humanista,Jinkis_Entredichos_1_p16,1.165,False,
sarcasmo,4,4,1405,sarcasmo,,1.165,False,
fos,4,4,1378,fosa común; horrenda fosa; fosa,,1.165,False,
aliento,4,4,1255,aliento; último aliento; mal aliento,,1.165,False,
marico,4,4,1601,marica; joven marica,,1.165,False,
desintegracion,4,4,2214,desintegración; desintegración del sujeto; desintegraciones,,3.362,False,
metal,5,4,1835,metal; metal poderoso; metales,,1.165,False,
sepulturo,4,4,1432,sepultura,,1.165,False,
despotismo,4,4,1897,despotismo; ejércitos del despotismo oriental,,1.165,False,
exclusivo,4,4,1637,servidor exclusivo; atribuciones exclusivas; prerrogativas exclusivas,,1.165,False,
omision,4,4,1636,omisiones; omisión,,1.165,False,
oportunidad,5,4,1108,oportunidad; oportunidad de ser oído; oportunidades históricas,Grüner_Entredichos_1_p2,1.165,False,
frivolidad,4,4,1602,frivolidad; frivolidad estructuralista,Jinkis_Entredichos_1_p18,1.165,False,
reconciliacion,4,4,2061,reconciliación; reconciliación del mundo; reconciliación amnésica,,1.165,False,
magico,4,4,2356,pensamiento mágico; prácticas mágicas; realismo mágico,,2.515,False,
rocar,4,4,1769,roca; roca antigua,,1.165,False,
divergencia,4,4,2446,divergencias; motivos de convergencias y divergencias,,2.515,False,
genesis,5,4,2073,génesis; génesis de la obra; génesis del pensamiento,,1.165,False,
gotico,4,4,2054,gótico; Edad Media gótica; género gótico,,2.515,False,
colin,5,4,1679,colina; verde colina; colina del poniente,,1.165,False,
desenlacir,4,4,1867,desenlace,,1.165,False,
fenomenologia,4,4,1950,fenomenología,,2.515,False,
entimema,4,4,1771,entimemas; entimema,,2.515,False,
proposicion,4,4,2529,proposición; proposiciones; proposición silogística,,2.515,False,
aceite,4,4,2026,aceite; mecheros de aceite; aceite hirviendo,,1.165,False,
transparente,4,4,1908,aire transparente; chancho transparente; animales transparentes,,1.165,False,
centinela,4,4,1303,centinela,,1.165,False,
lexical,4,4,1987,disparates lexicales; convención lexical; términos lexicales,,2.515,False,
tratar,4,4,1611,tratado,,2.515,False,
soberano,4,4,1492,soberano; patrimonio soberano,,1.165,False,
ansiedad,5,4,1268,ansiedad; ansiedad de la voz; ansiedad de tinta,,1.165,False,
paralelismo,4,4,2265,paralelismo; paralelismo homérico,,3.362,False,
desencuadre,4,4,2219,desencuadre,,1.165,False,
ironia,4,4,1793,ironía sádica; ironía narrativa; ironía del destino,,1.165,False,
novelistico,4,4,2252,sabiduría novelística; héroe novelístico; novelística,,1.165,False,
racional,4,4,2084,alternancia de lo racional y lo absurdo; agente racional; interpretación racional,,1.165,False,
constructivo,4,4,1958,proceso constructivo; procedimientos constructivos; procedimiento constructivo,,1.165,False,
sacramento,4,4,1542,Sacramento; sacramento; sacramento del bautismo,,1.165,False,
lecho,4,4,2057,lecho; lecho de los ríos,,1.165,False,
especifico,4,4,1801,caracteres específicos; efectos reales y específicos; esencia específica,,1.165,False,
automatico,4,4,2049,ascensor automático; determinismo automático; seres automáticos,,1.165,False,
aljibir,4,4,1526,aljibe,,1.165,False,
forastero,4,4,1500,forastero; forasteros,,1.165,False,
pantalon,4,4,1777,pantalones; pantalones paternos,,1.165,False,
retroceso,4,4,1561,retroceso; retroceso de conciencia,,1.165,False,
erudicion,4,4,2031,erudición; erudición cosmopolita,,2.515,False,
prestigio,4,4,1511,prestigio; prestigio de la historia antigua,,1.165,False,
lealtad,4,4,1809,lealtad; lealtad en asuntos de negocios,,1.165,False,
industrial,4,4,1759,industrial; capital industrial; empresa industrial,,1.165,False,
rico,4,4,1947,campesino rico; ricos; rico,,1.165,False,
asco,4,4,1257,asco,,1.165,False,
sociologia,4,4,2245,sociología,,1.165,False,
superioridad,6,4,1733,superioridad enemiga; superioridad moral; obediencia a la superioridad,,1.165,False,
genio,4,4,2503,genio financiero; genio poético; genio,,3.362,False,
quiebra,4,4,2107,quiebra; quiebras fraudulentas,,1.165,False,
epico,4,4,2371,perspectiva épica; épico; poema épico,,2.515,False,
patron,4,4,1868,patrones; patrones culturales; distorsión de patrones,,1.165,False,
entendimiento,4,4,1609,entendimiento; persona de sentido y entendimiento normales,,1.165,False,
reescritura,4,4,1862,reescritura; reescritura textual,,1.165,False,
nieto,4,4,1459,nietos; preocupación por los nietos; nietos no nacidos,,1.165,False,
obsesion,4,4,1460,obsesiones; obsesión del amo; obsesión,,1.165,False,
narcisismo,4,4,2100,narcisismo; narcisismo antropocéntrico,,1.165,False,
hora,4,4,1320,la mala hora; hora furtiva; horas,,1.165,False,
marginal,4,4,2159,sitio marginal; orígenes marginales; barrios marginales,Gusmán_Entredichos_1_p6,1.165,False,
certeza,4,4,2024,certeza,,1.165,False,
pelo,4,4,1948,pelo blanco; pelos del gato; cabra doble pelo,,1.165,False,
despertar,4,4,1401,despertar,,1.165,False,
escepticismo,4,4,1563,escepticismo,,2.515,False,
artistico,4,4,1790,integridad artística; memorias artísticas; creación artística,,2.515,False,
fragmentado,4,4,1269,prosa fragmentada; fragmentado; plenitud fragmentada,,1.165,False,
cantar,4,4,1676,cantar; cantar del apartamiento,,1.165,False,
urdimbre,4,4,1332,Urdimbre; urdimbre,,1.165,False,
hibrido,4,4,1960,híbrido; híbridos literarios; personajes híbridos,,1.165,False,
epopeya,4,4,1662,epopeya,,2.515,False,
razonable,4,4,2247,amigos razonables; razonable; hombre razonable,,2.515,False,
congregante,4,4,1567,lo congregante; hondura congregante,,1.165,False,
llanto,4,4,1516,llanto; Mil años de llantos,,1.165,False,
disputa,4,4,1813,disputa; disputas teológicas; voces en disputa,,2.515,False,
justificado,4,4,1521,causa justificada; conducta justificada,,1.165,False,
supervivencia,4,4,1887,supervivencia histórica; supervivencia de Israel; supervivencia,,1.165,False,
fraccionario,4,4,1271,fraccionaria; percepción fraccionaria,,1.165,False,
bestia,4,4,1889,bestia blonda; terror de las bestias; bestias insolventes,,1.165,False,
editorial,4,4,1357,editorial,,1.165,False,
vegetal,4,4,1695,vegetales; claustro vegetal; lentitud de los vegetales,,2.515,False,
alianza,5,4,1418,alianza capital-ciencia-técnica; alianza eterna; alianza,,1.165,False,
republicano,5,4,1512,republicano; gobierno republicano; movimiento republicano,,1.165,False,
preposicion,4,4,1534,preposiciones; preposición; preposiciones latinas,,1.165,False,
fruto,4,4,1458,fruto prohibido; frutos; fruto,,1.165,False,
codicia,4,4,1872,codicia; codicia judía,,1.165,False,
avariciar,4,4,1644,avaricia,,1.165,False,
calidad,4,4,2059,calidad humana; calidad literaria; calidad coloidal,,1.165,False,
furor,4,4,1436,furor; furor hierático,,1.165,False,
asunto,4,4,1772,asuntos juzgados; lealtad en asuntos de negocios; asuntos políticos,,1.165,False,
solucion,4,4,2033,soluciones fáciles; solución de continuidad; soluciones perifrásticas,,1.165,False,
espionaje,3,3,2189,espionaje; novela de espionaje,,1.416,False,
contemplativo,3,3,2876,estética contemplativa; contemplativo; estado contemplativo,,2.851,False,
surrealismo,3,3,2943,surrealismo,,2.851,False,
extradicion,3,3,2406,extradición,,1.416,False,
contrario,3,3,1985,pareja de contrarios naturales; prueba en contrario; acto contrario a la ley,,1.416,False,
perfumir,3,3,2105,perfume,,1.416,False,
delicado,3,3,2069,situación delicada; ademanes delicados; alma delicada,,1.416,False,
mapo,3,3,2076,mapa; mapa y territorio,,2.851,False,
mutacion,3,3,2624,mutaciones artificiales; mutación; mutaciones metafóricas,,2.851,False,
correccion,4,3,1499,corrección; corrección por sustitución; corrección por expansión,,1.416,False,
carniceer,3,3,1682,carnicería,,1.416,False,
alternancia,3,3,2830,alternancia de escenas; alternancia de lo racional y lo absurdo,,1.416,False,
estrofas,3,3,1566,estrofas,,1.416,False,
canonico,3,3,2114,textos canónicos; pasajes canónicos; derecho canónico,,1.416,False,
galeria,4,3,3113,galería de voces; galerías infernales; galerías celestiales,,1.416,False,
emergencia,3,3,2234,museo de emergencia; emergencia; emergencia pública,,2.851,False,
transfiguracion,3,3,2508,transfiguración; casa de las transfiguraciones,,1.416,False,
virginidad,3,3,2414,virginidad; virginidad de la visión,,1.416,False,
discapacidad,3,3,1586,discapacidad física; discapacidad motora; discapacidad,,1.416,False,
filtro,3,3,2852,filtro; filtros,,1.416,False,
hierro,3,3,2613,destino de hierro; barrotes de hierro; balcones de hierro,,1.416,False,
tecla,3,3,2203,teclas; tecla,,1.416,False,
supremo,3,3,2041,Crimen supremo; maldición suprema; autoridad militar suprema,,1.416,False,
hereditario,3,3,2401,resentimientos hereditarios; tesoros de angustia hereditaria; sucesión hereditaria,,1.416,False,
manifiesto,3,3,2447,ilegalidad manifiesta; mandato de manifiesta ilegitimidad; órdenes de contenido ilícito manifiesto,,1.416,False,
irrealidad,3,3,2412,irrealidad,,2.851,False,
senora,3,3,2196,joven señora; señoras; señora Lot,,1.416,False,
monte,3,3,2169,monte; montes,,1.416,False,
espontaneidad,3,3,1490,espontaneidad,,1.416,False,
tiranir,3,3,2334,tiranía,,1.416,False,
independencia,3,3,2609,independencia intelectual; independencia de poderes; independencia,,1.416,False,
caricia,3,3,2091,caricias; caricia,,1.416,False,
amontonamiento,3,3,2659,amontonamiento,,1.416,False,
congregar,3,3,1692,congregar; lo congregado,,1.416,False,
cesped,3,3,2520,césped; el césped,,1.416,False,
sudor,3,3,2149,sudores; sudor,,1.416,False,
penetracion,3,3,2557,penetración; rapidez de penetración,,1.416,False,
rebelde,3,3,1766,rebeldes; enemigo rebelde,,1.416,False,
palacio,3,3,2103,palacio místico; muros de los palacios; palacio,,1.416,False,
discrecion,3,3,2036,discreción,,1.416,False,
abominacion,3,3,1726,abominación; abominación de la desolación,,1.416,False,
cronologia,3,3,2066,cronología; cronologías,,1.416,False,
ente,3,3,2349,ente no auténtico; ente; ente abstracto,,1.416,False,
matriz,3,3,2807,matriz interactancial; matriz interaccional; escena matriz,,1.416,False,
intuitivo,3,3,2590,conocimiento intuitivo; saber intuitivo; intuitivo,,1.416,False,
pieza,3,3,2885,piezas de plata; pieza circular; piezas,,1.416,False,
monotonir,3,3,1901,monotonía,,1.416,False,
expansion,4,3,2501,corrección por expansión; expansión; mecanismo de expansión,,1.416,False,
kitsch,3,3,1665,kitsch; cultura kitsch,,1.416,False,
selva,3,3,2319,selva penumbral; selva exuberante; novelas de la selva,,1.416,False,
tempestad,3,3,2479,tempestad; tempestad primaveral,,1.416,False,
humo,3,3,2906,humo; aros de humo,,1.416,False,
suplica,3,3,1608,súplicas,,1.416,False,
astro,3,3,2022,astros,,1.416,False,
infidelidad,3,3,2157,infidelidad,,1.416,False,
compra,3,3,2218,compra y venta; compra; factor de decisiones de compra,,1.416,False,
liminar,3,3,1993,Palabras liminares,,1.416,False,
itinerante,3,3,1976,itinerante; alma itinerante; pasado itinerante,,1.416,False,
financiero,5,3,2336,capital financiero; genio financiero; capitalismo financiero,,1.416,False,
socioeconomico,4,3,2538,sectores socioeconómicos; funciones socioeconómicas; infraestructuras socioeconómicas,,2.851,False,
leve,3,3,2239,lo leve; hechos leves; delitos leves,,1.416,False,
esotericar,3,3,2801,enseñanza esotérica,,2.851,False,
invocacion,3,3,1495,invocación,,1.416,False,
analogico,3,3,2220,recurso analógico; análisis analógico,,1.416,False,
desorden,4,3,2315,desórdenes humanos; tendencia natural de las cosas al desorden; desorden estructural,,1.416,False,
tenebroso,3,3,1933,reflejo tenebroso; cisne tenebroso; cuerpo tenebroso,,1.416,False,
asistencia,3,3,2489,asistencia; interrupción de la asistencia; Fundación de interés común para la asistencia de Sanatorios,,1.416,False,
sabiduria,3,3,2946,Los siete pilares de la sabiduría; sabiduría novelística; vitales comprensiones de la sabiduría humana,,1.416,False,
declinar,3,3,1836,declinar,,1.416,False,
prosperidad,3,3,1749,prosperidad,,1.416,False,
hetairar,3,3,2248,hetaira; hetaira oriental,,1.416,False,
corrompido,3,3,2320,forma corrompida del hombre,,1.416,False,
jurista,3,3,2466,juristas,,1.416,False,
dogma,3,3,1854,dogma sobrenatural; dogma; dogmas culturales,,1.416,False,
reciente,3,3,1730,ideas recientes; comienzo reciente; pasado reciente,,1.416,False,
ansia,3,3,1949,ansia,,1.416,False,
discordia,3,3,2250,discordia; discordia de los géneros,,1.416,False,
gueto,3,3,2331,gueto; gueto de Roma,,1.416,False,
emancipacion,3,3,1923,emancipación jurídica; emancipación,,1.416,False,
monasterio,3,3,2355,monasterio; monasterios,,1.416,False,
parterar,3,3,1884,partera,,1.416,False,
hembra,3,3,1640,hembras; hembra; vestir a la hembra,,1.416,False,
macho,3,3,2318,machos; ruda macho; macho,,1.416,False,
sotano,3,3,1822,sótano,,1.416,False,
aristocracia,3,3,2384,aristocracia; hábitos de las aristocracias ilustradas,,1.416,False,
enamorado,3,3,2254,caballero enamorado; enamorados; enamorado,,1.416,False,
amado,3,3,2013,amada; amados; cuerpo amado,,2.851,False,
hermosura,3,3,2125,hermosura,,1.416,False,
clemencia,3,3,2191,clemencia,,1.416,False,
interrupcion,3,3,1614,interrupción; interrupción de la asistencia,,1.416,False,
abuelo,3,3,2664,abuelo,,1.416,False,
regreso,3,3,1437,regreso; regreso al infinito,,1.416,False,
injusticia,3,3,2465,injusticia,,1.416,False,
sionismo,3,3,1151,sionismo,,2.851,False,
interaccional,3,3,2411,interaccionales; matriz interaccional; modelo interaccional,,1.416,False,
novelista,3,3,2403,novelista; novelistas,,1.416,False,
declinacion,3,3,2132,declinación,,1.416,False,
congregacion,3,3,1878,congregación,,1.416,False,
serpient,3,3,1781,serpientes; serpientes escarlatas,,1.416,False,
descenso,3,3,1723,descenso,,1.416,False,
vino,3,3,1898,vinos,,1.416,False,
moda,3,3,2543,moda; creadores de modas,,1.416,False,
iconografiar,3,3,2925,iconografía,,1.416,False,
conceptual,3,3,2496,lenguaje conceptual; crítica conceptual; dispositivo conceptual,,1.416,False,
patria,3,3,2399,patrias; traidor a la patria; traición a la patria,,1.416,False,
liturgico,3,3,2080,interpretación litúrgica; latín litúrgico; precisión litúrgica,,1.416,False,
asignacion,3,3,2491,asignaciones de sentido; asignaciones de significados; asignación burocrática,,2.851,False,
inhumano,3,3,2424,condiciones inhumanas; tratos inhumanos; penas inhumanos,,1.416,False,
sabio,3,3,1585,los sabios; Los protocolos de los sabios de Sión; sabios,,1.416,False,
terciopelo,3,3,2224,terciopelo; cinta de terciopelo,,1.416,False,
cura,3,3,1853,cura; malos curas; curas parapsicológicas,,1.416,False,
pierna,3,3,2822,pierna recortada; piernas; pierna,,1.416,False,
resignacion,3,3,1731,resignación,,1.416,False,
fatiga,3,3,1537,fatigas; fatiga de combate; fatiga,,1.416,False,
desequilibrio,3,3,2451,desequilibrio,,1.416,False,
cera,3,3,2253,figuras de cera; muñeca de cera; muerto de cera,,1.416,False,
comparado,4,3,2368,lingüística histórica comparada; Gramática comparada; crítica comparada,,2.851,False,
clave,3,3,1685,palabras clave; clave bien temperado; clave secreta,,1.416,False,
anacronicar,3,3,2052,anacrónica; anacrónica reductio ad absurdum,,2.851,False,
reminiscencia,3,3,2193,reminiscencias; reminiscencia de Otello,,1.416,False,
caduco,3,3,2143,lo caduco; mal caduco,,1.416,False,
habitacion,3,3,2028,habitación,,1.416,False,
mason,3,3,2683,masones,,1.416,False,
isla,3,3,2184,islas; isla del Diablo,,1.416,False,
pogromos,3,3,2172,pogromos,,1.416,False,
cristiandad,3,3,2553,cristiandad medieval; cristiandad latina; cristiandad,,1.416,False,
espiritismo,3,3,2788,espiritismo,,1.416,False,
aplicabilidad,3,3,1953,aplicabilidad,,1.416,False,
ignorancia,3,3,2417,peripecia de la ignorancia; error o ignorancia de hecho no imputables; ignorancia del derecho,,1.416,False,
valle,3,3,2797,valles; valle de Mamre; valle,,1.416,False,
protocolo,3,3,1364,Los protocolos de los sabios de Sión; Protocolos de los Sabios de Sion; protocolo de lectura,,1.416,False,
ninez,3,3,1702,niñez,,1.416,False,
peregrin,3,3,2089,alma peregrina; esencia peregrina; peregrina,,1.416,False,
asalto,3,3,2268,tomar por asalto; asalto del cielo; asalto,,1.416,False,
